sample_uid,gold_label,comment,source,script
26058,none,"বাতাস নাহ দেখলেও বাতাস শরীরে লাগলে গরম বা ঠান্ডা লাগে তাই বিশ্বাস করি, মা-বাবার ডিনএ টেস্টকরলেই প্রমাণ পাওয়া যাবে বা নিজের চেহারার মিল বা মা-বাবাকে সামনাসামনি দেখেই আমরা বিশ্বাস করি,সো সাফা কবির যদি কোনকিছু নাহ দেখে বা কোনকিছুর অনুভূতি নাহ পেয়ে বিশ্বাস নাহ করতে চায় এটা একান্তই তার ব্যাপার। এখানে বাকি ছাগলরা বাটহার্টেড হচ্ছে কেন তাই বুঝিনা so,we r with safa kabir. [HASHTAG] stand_with_safa_kabir",facebook_44001,bangla
48266,none,বিগ ফেন ভাই,multilabel_12557,bangla
54075,abusive,ভাই ফাসি চাই ফাসি চাইএকটা ফাসির রায় কি কাজ্যকর হয়েছে বলে মনে হয়,multilabel_12557,bangla
31091,religious,সাফা নাস্তিকপাগল ছাগল এগুলো কোথায় থেকে জন্ম নেয় বেশশা মাগি,facebook_44001,bangla
5017,none,ঘোড়ার ডিম এর খবর বলেন একটা দেখান অন্য একটা,bd_shs,bangla
28132,none,নিজের জনপ্রিয়তা ধরে রাখার জন্য পোস্ট করছেন নাকি মন থেকে পোস্ট করছেন সেটা আল্লাহ্ ভালো জানেন।মন থেকে পোস্ট করলে আলহামদুলিল্লাহ্ আর জনপ্রিয়তা ধরে রাখার জন্য পোস্ট করলেও আল্লাহ্ সেটার বিচার করবে।যাই হোক কমেন্ট পড়তে আসছিলামসব কমেন্ট পড়তে আসছিলাম ভাবলাম সবাই যেহেতু কমেন্ট করছে আমিও একটা কইরা যাই।আল্লাহ্! আপনাকে সঠিক পথ বেছে নেয়ার তৌফিক দান করুক।আমিন!,facebook_44001,bangla
11777,sexual,"ভালোবাসার উদাহরন দেখতে চান? সেই মধ্যবিত্ত পরিবারটির দিকে তাকান, যেখানে রোজ খুশি থাকার নাটক চলে। -আসল ভালোবাসা সেটাই,যখন বাবার পকেটের শেষ কুড়ি টাকা মেয়েটার হাতে দিয়ে বলে, 'কষ্ট করে কলেজে হেটে যাবি না'। -সেটাই প্রকৃত ভালোবাসা,যখন মা প্লেটের শেষ মাংসের টুকরোটা ছেলের পাতে দিয়ে বলে, 'মাংস খেতে একদম ভালো লাগে না' -সেটাই প্রকৃত ভালোবাসা, যখন ভাই তার ছোট বোনটিকে বলে চিন্তা করিস না,'বেতন পেলেই তোর জন্য জামা কিনে দেব'! -ভালোবাসা তখনই পরিপূর্ণ, যখন এটা নেই,সেটা নেই বলে সারাদির ঝগড়া শেষে স্বামি স্ত্রী পাশাপাশি শুয়ে যখন স্ত্রী বলে, 'আসলে আমার কিছু লাগবে না' আমি ভালোবাসার ভিন্ন মানে খুজি। তোমাদের কাছে ভালোবাসা মানে শুধু প্রেমিক প্রেমিকার উত্তপ্ত চুম্বন। তোমরা ভালোবাসা দেখ কিশোরির উরন্ত চুলে,সদ্য ফোটা গোলাপের মত দুটি গোলাপি গালে। আর আমি ভালোবাসা খুজি একজন মজুরের ০৮ টাকায় কেনা নুনের প্যাকেটে। যে বোন তার ০৬ মাসের শিশুটিকে কোলে নিয়ে সারাদিন ইট ভাঙ্গে,ভালোবাসা সেখানেই খুজে পাই। সারাদিন কষ্ট করে যখন কোন রিক্সাচালক একটা মাঝারি সাইজের রুই কিনে বাড়িতে গিয়ে বলে,'খুব সস্তা পেলাম,তাই কিনলাম। স্ত্রী হে",facebook_44001,bangla
7556,abusive,এখানে প্রচুর ছাগল দেখি..,facebook_44001,bangla
27915,abusive,তুই জিবনে নামায কালাম পড়ছিলি??তুই আছস তুর প্রহেলা বয়শাক আর হিন্দু পুজাই,facebook_44001,bangla
29194,abusive,যদি শব্দটা শয়তান বলেআর তুই হলি তাঁর বোন,facebook_44001,bangla
19728,religious,নাস্তিকের বাচ্চার গাল বরা দাঁত। তোর জন্মের সময় মনে হয় আজান দেয় নাই। ইমান তো না-ই তোর তোর মা বাপ হিন্দু মনে হয়। না হলে তোর চৌদ্দ পুরুষের কেউ হিন্দু ছিলো। নামাজ কোনোদিন পরছচ কিনা আল্লাহ জানে। তোদের মতো কানকিরা ঈদের নামাজ পরছ কিনা আল্লাহ ভালো জানে।,facebook_44001,bangla
36658,none,হিরো আলমের পরিচিত শুধু বাংলাদেশ নয় ভারতেও আছে ইন্ডিয়া সবচেয়ে বড় ইউটিউবার Carry Minati হিরো আলমকে নিয়ে দুইটা ভিডিও বানাইছে!!,facebook_44001,bangla
11848,abusive,সালি কুত্তার বাচ্চা,facebook_44001,bangla
30714,none,প্যান্টটা রিপু কইরা নিয়েন ১০০ টাকা নিবে,facebook_44001,bangla
5892,none,জয় বাংলা..!!,facebook_44001,bangla
18668,religious,নাস্তিক এর আবার অভিযোগ হা হা হা,facebook_44001,bangla
36178,sexual,ফেসবুক আইডি হ্যাক করে সব পোস্ট ডিলিট করা এইটা মোটেও উচিৎ হইনি..সাফা কবির এর সব সৃতি সেই হ্যাকার নষ্ট করে দিয়েছে..আজ গালি দেওয়ার মুড নাই।নাইলে১।শুয়োরের বাচ্চা২। কুত্তার বাচ্ছা৩। হারামির বাচ্চা৪। হারামি৫। হারামজাদা৬। হারামখোর৭। খাঙ্কিরপোলা৮। খান্কি মাগির পোলা৯। চোদনা১০। চুদির ভাই১১। চুতমারানি১২। চুদির পোলা১৩। তর মায়রে চুদি১৪। তর মায়রে বাপ১৫। শালা১৬। শালার পো শালা১৭। হুমুন্দির পুত১৮। মাঙ্গির পুত৯। নাটকির পো২০। ল্যাউড়ার পুত২১.হাউয়ার পো২২.হাউয়ার নাতি২৩.চুদানির পো২৪.ভুদার বেটা২৫.লটির পো২৬.লটির বেটা২৭.ভেড়াচ্চোদা৩১. মাউড়া চোদা৩২. গুয়ার ভিতরে / হোগার ভিতরে ভইড়া দিমু.. ৩৩. ঠ্যাঁঙ কাইট্টা পুটকি দা ভইরা দুম! ৩৪. হালা ল্যাওড়া চোদা৩৫. বানচোত৩৬. কুত্তাচোদা৩৭. তর পুটকিত ধান ছড়াইয়া চড়ুই দিয়া খাওয়ামু ৩৮. বালি দিয়া চুদমু তরে খাঙ্কি মাগী! ৩৯.বালের রয়েল বেঙ্গল উকুন ৪০. তোর হউরিরে ডিগবাজী৪১. ছি ছি ছি৪৫. আল বদর৪৬. তোর জাঙ্গীয়া খুইল্যা আগুন লাগায় দিমু ৪৮. বাল ফালায়া খালে নামানো৪৯. বাল ফালায়া আটিঁ বান্ধা ৫০. বালে বালে গিট্টু51. গোলাম আযম52. মইত্যা নিজামী53. গেলমান54. তিনকোনা৫5. তৃনভোজ৫6. চতুরচোর৫7. মহা,facebook_44001,bangla
2638,abusive,তাহেরী মদ খাইছে না না পাগল কুকুর কামড় দিয়েছে,bd_shs,bangla
20096,abusive,বুঝলাম না সে অনেক দোষ করছে মান্তেছি বাট আপনাদের কি সমস্যা? আপনারা নিজেরা কোন জাতির মানুষ? গালি দিচ্ছেন সেটা কোথায় বলা আছে যে গালি দিলে সওয়াব?নিজেরাই তো কুত্তার থেকেও অধম। যতসব,facebook_44001,bangla
59585,none,Kicu bolar vasa nai allah tumi ader k rokkha koro,banth,romanized
85547,abusive,Aey Munafiq ki bole Students deer slogan er meaning oi bhuje na aey Murkho tae,banth,romanized
48335,abusive,গেঞ্জি তা না খোলা হয় না,multilabel_12557,bangla
1101,none,তুই কনো কথা বলবিনা পাপোন,bd_shs,bangla
78984,none,"Tai bole, gorer kajer lok 400 koti takar malik [EMOJI]",banth,romanized
36721,religious,আপনি বলছেন পরকাল কে বিশ্বাস করেন.. কারন তা চোখে দেখেন না!তাই তো? কিন্তু আপনি কি আপনার বাবা মা যে বিয়ে করে শারীরিক সম্পর্ক করে আপনাকে জন্ম দিছে তা আপনি দেখছেন?তা তো দেখেন নাই কিন্তু তাদের কে কেনো বাবা মা বলে ডাকেন? আপনাদের কে অনেক এ নিজের থেকে বেশি ভালোবাসে কিন্তু আপনি নাস্তিক এর মত কথা কেনো বলবেন?সব কিছু বাদ দিয়ে আল্লাহ কে বিশ্বাস করুন।,facebook_44001,bangla
45075,abusive,হিরো আলম এই দুইটা সিনেমা করছেন এগুলা কি সিনেমা নাকি যাত্রা গান কিছুতো বুঝলাম না আপনার মতন আবাল মার্কা যারা আছে বাংলাদেশ হয়তোবা তারা দেখলেও দেখছে কোন এক দিকে ঠিক আছে কিনা একটু ওই বই গুলা তুমি একবার দেখিও ভালো করে কোন অ্যাকশন নায়ক কোন কথার কোন লাগান নাই,facebook_44001,bangla
79507,none,Very well said Nurul haque Noor.,banth,romanized
63780,none,onek jalayce onkk..,banth,romanized
94322,threat,সাফা কবিরের দুই গালে জুতা মারো তালে তালে,multilabel_12557,bangla
58693,abusive,Police ra zanuyar,banth,romanized
46198,none,তুমি সুন্দরী হে প্রিয়ামুক্ত হাসি,facebook_44001,bangla
53979,none,ভুল মুখ দিয়ে বের হয় মানুষ মাত্রই ভুলতবে তিনি এমন এক ভুল করেছেন মুসলিমদের কলিজায় আঘাত দিয়েছেনএটা কেমন ভুল মুসলিম হয়েও পরকাল অবিশ্বাস করাপরকাল আছে এটা আল্লাহ বলেছেন এবং ২লক্ষ ৪৫ হাজার নবী রাসুল গণ বলেছেনএই পরকালের ভয়ের কথা জানাতে গিয়ে প্রিয় রাসূল রক্ত দিয়েছেনমাইর খেতে খেতে সারা জীবন পার করেছেননিজের জন্ম ভূমি ছেড়েচেন এক মাত্র পরকালের কথা জানাতে গিয়েসারা কুরআনে উল্লেখ আছে পরকাল কে ভয় করআপনে কি কুরআন পরেননিআপনে পরকাল বিশ্বাস করেননা তার মানে আল্লাহ এবং রাসূলকে বিশ্বাস করেননাআপনাকে আমরা বয়কট করলামভালো হয়ে যান ক্ষমতা থাকলে আপনাকে জবাই করতাম,multilabel_12557,bangla
74544,abusive,Aapnar moto gondomurkho [EMOJI],banth,romanized
7359,none,সাকিব তোমার আয়ের ২% খেটে খাওয়া দিন মজুরদের বিলিয়ে দাও !এটা আমার আদেশ অনুরোধ নয়,facebook_44001,bangla
69340,none,Sala cur bodmas,banth,romanized
747,abusive,কাংখির ফোলার রাস্তায় জন্ম হয়সে,bd_shs,bangla
66041,abusive,"ACCA TOMKE KHOMA KORA HOLO ,, BETA AKHON ACO TUMI KOY ? TOMER MOHAN SONGSOD VORE DAWA HOBE .. NUMBER ONE BROKER BETA TUY",banth,romanized
37708,abusive,"তামাশা,, —— আর এই জন্যই সবার হাগা অনেক কশা",facebook_44001,bangla
2782,none,? দাওনবাগী পইদা হন নাই ওনাকে টপকানো হইসে,bd_shs,bangla
10283,sexual,তুইতো একটা খানকি!,facebook_44001,bangla
85463,none,100 Loker gov job er quota r jonny kiser andolon??,banth,romanized
92231,sexual,আপনি নাকি যেটা দেখেননা সেটা বিশ্বাস করেননা.. পরকালেও নাকি বিশ্বাস করেননা..তোর বাপের বিচি দেখছিলি কখনো.. দোখেস নাইতাইলে তোর বাপের বিচিও নাইEdit :..সাফা তুই কি বাতাস দেখতে পারোস তুই তোর বাপের পাদ গ্রহন করে বেচে আছোস নিশ্চয়..__তোর কাপড়ের নিচে তো কোনোদিন দেখিনাইতুই মেয়ে হুহআসলে আমি যা দেখিনা তা একদমই বিশ্বাস করিনা..আমার মনে হয় তোরও নুনু আছে,facebook_44001,bangla
3158,none,খালেদা জিয়ার সাথে ওবায়দুল কাদেরের তুলনা এটা আমাদের জন্যো একটা হাইশকর হাইসকর,bd_shs,bangla
81718,abusive,"Pagla,poder luve pore pither camra haraisna,, [EMOJI]",banth,romanized
30099,sexual,সবাই দেখি নস্টা মেয়ে সাফা কবিরকে নিয়ে কমেন্ট করতেছেন।ভাল হলেও মুরগী চোরের মেয়ে আর কত ভাল হবে?ফিল্ম জগতটাই বেইশ্যাদের দখলে।সে কত ভাল হবে,facebook_44001,bangla
39210,abusive,কোথা কার আলম তোর এতো ফালানো ঠিক না বলদ চুপ থাক,facebook_44001,bangla
18832,abusive,আমরা কি করবো তুমি ঢাকায় গেলে??ফালতু,facebook_44001,bangla
58930,abusive,Ai khankir plate cina raikho sobai [EMOJI],banth,romanized
15621,religious,একজন পদ্মার নর্তকী এবং বেশ্যার মাঝে পার্থক্য হলো এটাই যে বেশ্যা ব** করে গোপনে নায়িকা করে ওপেনিং যে কোন দিন নামায পড়েনি রোজা রাখে না সারাদিন করে অবৈধ কাজ সে কি করে বুঝবে পরকাল সম্পর্কে তার ঈমান-আমল সব নষ্ট হয়ে গেছে তার মা বাবাকে কখনো ইসলামিক শিক্ষা দেয় নি যদিও জন্ম ইসলাম ধর্মের উপর মুসলিম পরিবারে আসলে কোন কোরআন তেলাওয়াত নেই সারাদিন শুটিং সিনেমা নিয়ে ব্যস্ততা নিয়ে ব্যস্ত আল্লাহ তো তার অন্তরে মোহর মেরে দিয়েছেন বর্তমান একজন মানুষের আয়ু 70 থেকে 80 বছরের উপরে যায় না আর মৃত্যুর পর মানুষ কি খবর থাকতে হবে হাজার হাজার বছর অপেক্ষা করতে হবে পরকালে জন্য নিজের হিসাব নিকাশের জন্য দাঁড়িয়ে থাকতে হবে হাজার হাজার বছর একজন নাস্তিকের মুখে শুনেছিলাম যে আজান শুনলে থাকে অভিরূপ করে দেয় তুই অনেক বড় নাস্তিক জাহান্নাম অনিবার্য তোর জন্য,facebook_44001,bangla
89244,none,Israel Zindabad [EMOJI],banth,romanized
8971,threat,"অভিজিত বাবুও তোর মত বিদেশে থাকত।অথচ ভাগে্যর কি নির্মম পরিহাস,আল্লাহর ইচ্ছায় মৃত্যু তাকে বাংলাদেশে টেনে নিয়ে ত্রসেছে।আল্লাহ চাইলে সব কিছুই সম্ভব।",facebook_44001,bangla
32931,abusive,সালা এগুলো ফোন আলাপ হাজার হাজার করা যাই।,facebook_44001,bangla
72867,none,Asis abar dese.bachte parbina.jonogon paraiya marbo dekhis,banth,romanized
16749,sexual,আমারে কেউ কাহিনীর লিংকটা দেন,facebook_44001,bangla
15712,none,কি সুন্দর না দ্যাখ! পুরো গডেস লাগতেসে,facebook_44001,bangla
66518,none,Asol kotha na bole eto bok bok koros kn?,banth,romanized
33213,religious,"তুই যে বিশ্ব নাস্তিক,ইতিমধ্যে সবাই তা যেনে গেছে",facebook_44001,bangla
24373,none,ভাই আপনি বাংলাদেশের প্রান সেটা সবাই জানে শুধুমাত্র পাপন জানে নাহ।,facebook_44001,bangla
21048,religious,বাংলাদেশে নাস্তিকের কনো টায় নাই,facebook_44001,bangla
3589,abusive,এই ছেলে হলো কুওা,bd_shs,bangla
70828,none,onnai vabe mara ata kono pulice ar kajna januyarer kaj,banth,romanized
46282,sexual,মাল অরজিনাল এইডা,facebook_44001,bangla
65108,abusive,Halar pu tel baj [EMOJI],banth,romanized
47546,none,অনেক সুন্দর লাগছে আপু তোমায়,multilabel_12557,bangla
61878,none,Mukijoddha r cetona bad da Sonar bangla goray mon da,banth,romanized
31464,none,আমরা কি বাংলাদেশে নাই,facebook_44001,bangla
84171,none,etodin por jokhn payer nich theke mati shore gese tkhn tader bikhob er ktha mne porse ..ar kto safe khelben vaira ..apndr gulite je apndr shontanera gelo tkhn mone pore nai bikhob er ktha,banth,romanized
31570,none,ফ্যাক্স ফ্যাক্স,facebook_44001,bangla
57264,none,Thanks asif vi,banth,romanized
86655,none,"Sattra-league santras league ,tara sarker hukoma arms niya student kill korsaa.amra awame-league invalid gov.chai na.su- sation,ganatantra chorcha,nai- vichar oitha gassa.",banth,romanized
81631,none,Sumon er ma baba ke dhikkar janai emon batpar k dunia te anar jonno.,banth,romanized
81349,abusive,Kutta ta gheu gheu star korche,banth,romanized
21435,sexual,চুতমারানী তুরে যদি আমার সামনে কোনদিন পাই তাইলে উলঙ্গ করে রাস্তায় ছেরে দিমু ।তুই হলি পতিতা মাগি ঘরে মাগিতুই চিন্তা করিস না তুই তুর পাপের ফল এই পৃথিবীতে ওই পাবি।,facebook_44001,bangla
8807,abusive,বলদের মতে ছবি Post,facebook_44001,bangla
7164,abusive,কেউ বকাবকি করভেন না পুদ ম্রে সাউয়ার রগ ছিরালান খেলার আগে হেলমেট পরে নিন ধন্যুবাল,facebook_44001,bangla
81030,abusive,Sumon tumi mp hobar age tumake onek like kortam kintu akon bujlam tumi koto boro batpar k k ak mot bolen deki,banth,romanized
27528,religious,সাফা কবির একজন নাস্তিক..তার ঈমান নেই কে এই নাস্তিক কে জন্ম দিছে,facebook_44001,bangla
5778,none,করে সাবসকারইব করছি সুধু হাসার জন্য..মানদের নাতি।,facebook_44001,bangla
54620,none,Aita ki kuno serious show naki comedy show kau aktu shure korben please,banth,romanized
51986,abusive,নাক বোঁচা,multilabel_12557,bangla
94272,none,অসাধারণ একটি পোস্ট করেছেন ভাই কপি লিংক ডান,multilabel_12557,bangla
10,none,Phf from poron koreu to english 1 st exam a paini kivabe pabo,banth,romanized
53933,threat,সাফা তুমি খমা পাবেনা,multilabel_12557,bangla
27180,religious,"বাঙালী ও নাস্তিক/কাফের হোক,তারে যেসব ভাষায় গালাগালি করতেছে এই গালাগাল শিক্ষা দিলো তদের কোন ধর্ম ভাই।তোরা সাজেশন দে,হেদায়েত দোয়া কর।যা ভুল করছে তার জন্য মাফ চাইতে বল,তওবা করতে বল।বকা দেয়াই কবিরা গুনাহ,তার উপর কি টাইপের বকা রে ভাই।ও যদি নাস্তিক হয় ওর তো আখিরাত শেষ।সবাই বোকা দিয়া কোন জান্নাত কামাই করতেছো,আমার বুঝে আসেনা।",facebook_44001,bangla
24640,none,ধন্যবাদ তোমাকে,facebook_44001,bangla
93673,sexual,মেয়ে তাকে ব্রা পরা অবস্থায় ও ভালো লাগবে,multilabel_12557,bangla
51809,abusive,ময়দা সুন্দরী বেয়ান,multilabel_12557,bangla
54426,religious,তাহলে তুই কাফের অবিশ্বাসী,multilabel_12557,bangla
88665,none,71 TV toder khobor ace sar nai,banth,romanized
63690,none,Awami league 16 bosor kosto diyese Bangladesher manosder . Thobe ar maramari noi SONDOR AKTI RASTRO banabo .,banth,romanized
75759,none,Kothay gelo khomota.. Khomoter opobebohar karider ai obosta e houa uchit,banth,romanized
15548,sexual,"যারা সাফা কবির কে গালি দিচ্ছেন তাদের কে উদ্দেশ্য করে বলছি চুতম্রানি, পাউলা মাগিকে গালি দেওয়া বন্ধ করবেন না প্লিগ",facebook_44001,bangla
71113,none,Muslim ki sudhu naam matro amra?,banth,romanized
21323,sexual,সালিরে কেউ একটু পাট খেতে নিয়া যাও,facebook_44001,bangla
87648,none,Ky koti koresy ar jono sorka dae,banth,romanized
35184,none,আপনি উত্তম আকাশ বদিউল আলম খকন এদের পরিচালনয় বেসি কাজ করবেন*আপনাকে পচা নোর জন্য এরা জতেস্টো**,facebook_44001,bangla
15867,sexual,কুত্তা দিয়া লগানো দরকার তকে মাগি,facebook_44001,bangla
93395,abusive,অনেক খারাপ তুই একটা,multilabel_12557,bangla
45418,none,সবাই যখন ইন্সপিরাশনাল মিউজিক শুনে অাপনি তখন কোরঅান তেলাওয়াতLove you Mushi,facebook_44001,bangla
72997,none,tui koi accos,banth,romanized
24825,none,ইনশাআল্লাহ এগিয়ে যাক লাল-সবুজের পতাকা [EMOJI],facebook_44001,bangla
70273,abusive,100 bar jonmo nibe. Ai somostho Pagol chatrolig [EMOJI],banth,romanized
57741,none,"Bangladesh o akdin apganisthaner moto, Pakistan er moto shirilankar moto ucraine r moto habey",banth,romanized
73184,none,Awamilig ke nisiddo kora hok,banth,romanized
87704,none,"manush mere moha vul korchis, khomota char amra jongonei sob korbo",banth,romanized
48264,abusive,এতো ভাব নিয়েন না কষ্ট হচ্ছে,multilabel_12557,bangla
24624,sexual,আহারে টাকা+কাপড়ের কতো অভাবআপনার বিকাশ নাম্বার টা দেন ত!এবার থেকে যাকাতের টাকা আপনাকে দেব।,facebook_44001,bangla
17406,none,কবে ?,facebook_44001,bangla
90206,none,Anserder boikot koraa hokk,banth,romanized
